33.8, -118.2, 654: 1
33.8, -118.2, 763: 2
33.8, -118.2, 762: 3
33.8, -118.2, 624: 202
33.8, -118.2, 850: 3
33.8, -118.2, 330: 109
33.8, -118.2, 886: 2
33.8, -118.2, 623: 3
33.8, -118.2, 235: 2
33.8, -118.2, 901: 28
33.8, -118.2, 860: 8
33.8, -118.2, 761: 31
33.8, -118.2, 510: 660
33.8, -118.2, 441: 4
33.8, -118.2, 928: 1
33.8, -118.2, 210: 49
33.8, -118.2, 625: 1
33.8, -118.2, 820: 6
33.8, -118.2, 442: 15
33.8, -118.2, 230: 162
33.8, -118.2, 438: 1
33.8, -118.2, 110: 7
33.8, -118.2, 870: 1
33.8, -118.2, 662: 8
33.8, -118.2, 740: 147
33.8, -118.2, 647: 2
33.8, -118.2, 351: 2
33.8, -118.2, 220: 11
33.8, -118.2, 815: 3
33.8, -118.2, 888: 24
33.8, -118.2, 236: 19
33.8, -118.2, 810: 1
33.8, -118.2, 437: 3
33.8, -118.2, 487: 9
33.8, -118.2, 956: 4
33.8, -118.2, 434: 1
33.8, -118.2, 660: 2
33.8, -118.2, 345: 1
33.8, -118.2, 664: 6
33.8, -118.2, 649: 20
33.8, -118.2, 626: 188
33.8, -118.2, 943: 3
33.8, -118.2, 320: 12
33.8, -118.2, 840: 1
33.8, -118.2, 251: 15
33.8, -118.1, 210: 2
33.8, -118.1, 230: 1
33.8, -118.1, 437: 1
33.8, -118.1, 745: 2
33.8, -118.1, 740: 2
33.8, -118.1, 331: 1
33.8, -118.1, 510: 6
33.8, -118.1, 350: 1
33.8, -118.1, 860: 2
33.8, -118.1, 627: 2
33.8, -118.1, 440: 5
33.8, -118.1, 940: 2
33.8, -118.1, 888: 1
33.8, -118.1, 821: 1
33.8, -118.1, 946: 1
33.8, -118.1, 341: 2
33.8, -118.1, 330: 6
33.8, -118.1, 121: 3
33.8, -118.1, 624: 8
33.8, -118.1, 420: 3
33.8, -118.1, 623: 1
33.8, -118.1, 930: 2
33.8, -118.1, 850: 1
33.8, -118.1, 231: 1
33.9, -118.4, 806: 1
33.9, -118.4, 330: 710
33.9, -118.4, 441: 7
33.9, -118.4, 648: 5
33.9, -118.4, 821: 2
33.9, -118.4, 434: 1
33.9, -118.4, 237: 12
33.9, -118.4, 949: 1
33.9, -118.4, 251: 1
33.9, -118.4, 352: 8
33.9, -118.4, 815: 8
33.9, -118.4, 813: 4
33.9, -118.4, 668: 1269
33.9, -118.4, 753: 3
33.9, -118.4, 761: 17
33.9, -118.4, 745: 436
33.9, -118.4, 850: 12
33.9, -118.4, 649: 58
33.9, -118.4, 442: 32
33.9, -118.4, 230: 137
33.9, -118.4, 343: 1
33.9, -118.4, 439: 1
33.9, -118.4, 812: 9
33.9, -118.4, 662: 3
33.9, -118.4, 822: 1
33.9, -118.4, 756: 8
33.9, -118.4, 910: 4
33.9, -118.4, 946: 197
33.9, -118.4, 510: 632
33.9, -118.4, 627: 9
33.9, -118.4, 121: 36
33.9, -118.4, 320: 10
33.9, -118.4, 860: 40
33.9, -118.4, 956: 54
33.9, -118.4, 487: 2
33.9, -118.4, 341: 2266
33.9, -118.4, 920: 2
33.9, -118.4, 922: 1
33.9, -118.4, 810: 4
33.9, -118.4, 433: 5
33.9, -118.4, 950: 5
33.9, -118.4, 762: 6
33.9, -118.4, 654: 5
33.9, -118.4, 220: 15
33.9, -118.4, 331: 197
33.9, -118.4, 661: 2
33.9, -118.4, 623: 62
33.9, -118.4, 666: 2
33.9, -118.4, 820: 6
33.9, -118.4, 471: 1
33.9, -118.4, 480: 9
33.9, -118.4, 664: 13
33.9, -118.4, 450: 1
33.9, -118.4, 930: 153
33.9, -118.4, 624: 622
33.9, -118.4, 755: 92
33.9, -118.4, 421: 4
33.9, -118.4, 520: 19
33.9, -118.4, 805: 4
33.9, -118.4, 410: 16
33.9, -118.4, 235: 2
33.9, -118.4, 943: 4
33.9, -118.4, 951: 46
33.9, -118.4, 438: 1
33.9, -118.4, 110: 3
33.9, -118.4, 236: 10
33.9, -118.4, 940: 4
33.9, -118.4, 903: 4
33.9, -118.4, 932: 3
33.9, -118.4, 625: 11
33.9, -118.4, 888: 152
33.9, -118.4, 647: 2
33.9, -118.4, 901: 34
33.9, -118.4, 928: 2
33.9, -118.4, 122: 2
33.9, -118.4, 670: 6
33.9, -118.4, 653: 8
33.9, -118.4, 652: 1
33.9, -118.4, 884: 1
33.9, -118.4, 420: 281
33.9, -118.4, 622: 4
33.9, -118.4, 626: 170
33.9, -118.4, 440: 2254
33.9, -118.4, 886: 6
33.9, -118.4, 210: 130
33.9, -118.4, 350: 46
33.9, -118.4, 740: 325
33.9, -118.4, 660: 7
33.9, -118.4, 763: 2
33.9, -118.4, 310: 275
33.9, -118.4, 231: 2
33.9, -118.4, 354: 115
33.9, -118.4, 944: 1
33.9, -118.4, 890: 2
33.9, -118.4, 437: 24
33.9, -118.4, 345: 1
33.9, -118.4, 900: 20
33.9, -118.3, 821: 29
33.9, -118.3, 850: 40
33.9, -118.3, 924: 2
33.9, -118.3, 510: 5453
33.9, -118.3, 900: 567
33.9, -118.3, 220: 347
33.9, -118.3, 330: 2449
33.9, -118.3, 822: 17
33.9, -118.3, 668: 56
33.9, -118.3, 421: 14
33.9, -118.3, 954: 2
33.9, -118.3, 350: 446
33.9, -118.3, 647: 45
33.9, -118.3, 762: 9
33.9, -118.3, 756: 2
33.9, -118.3, 420: 1654
33.9, -118.3, 740: 1862
33.9, -118.3, 930: 1579
33.9, -118.3, 806: 15
33.9, -118.3, 670: 5
33.9, -118.3, 946: 481
33.9, -118.3, 888: 174
33.9, -118.3, 331: 417
33.9, -118.3, 810: 130
33.9, -118.3, 435: 2
33.9, -118.3, 121: 279
33.9, -118.3, 755: 14
33.9, -118.3, 625: 24
33.9, -118.3, 236: 440
33.9, -118.3, 487: 8
33.9, -118.3, 943: 46
33.9, -118.3, 815: 34
33.9, -118.3, 345: 1
33.9, -118.3, 813: 107
33.9, -118.3, 433: 42
33.9, -118.3, 622: 3
33.9, -118.3, 343: 20
33.9, -118.3, 520: 109
33.9, -118.3, 949: 13
33.9, -118.3, 903: 109
33.9, -118.3, 870: 5
33.9, -118.3, 860: 150
33.9, -118.3, 230: 3250
33.9, -118.3, 666: 6
33.9, -118.3, 890: 12
33.9, -118.3, 654: 5
33.9, -118.3, 761: 393
33.9, -118.3, 662: 35
33.9, -118.3, 250: 13
33.9, -118.3, 623: 110
33.9, -118.3, 921: 4
33.9, -118.3, 410: 69
33.9, -118.3, 353: 1
33.9, -118.3, 651: 4
33.9, -118.3, 649: 338
33.9, -118.3, 928: 44
33.9, -118.3, 951: 12
33.9, -118.3, 354: 1752
33.9, -118.3, 830: 1
33.9, -118.3, 933: 5
33.9, -118.3, 231: 62
33.9, -118.3, 310: 4146
33.9, -118.3, 880: 1
33.9, -118.3, 820: 50
33.9, -118.3, 442: 209
33.9, -118.3, 660: 12
33.9, -118.3, 956: 359
33.9, -118.3, 940: 31
33.9, -118.3, 352: 6
33.9, -118.3, 444: 3
33.9, -118.3, 942: 1
33.9, -118.3, 443: 3
33.9, -118.3, 320: 391
33.9, -118.3, 653: 7
33.9, -118.3, 920: 29
33.9, -118.3, 235: 54
33.9, -118.3, 763: 24
33.9, -118.3, 450: 1
33.9, -118.3, 648: 133
33.9, -118.3, 886: 25
33.9, -118.3, 434: 30
33.9, -118.3, 661: 4
33.9, -118.3, 439: 7
33.9, -118.3, 237: 193
33.9, -118.3, 437: 101
33.9, -118.3, 753: 131
33.9, -118.3, 814: 5
33.9, -118.3, 210: 3394
33.9, -118.3, 251: 175
33.9, -118.3, 351: 40
33.9, -118.3, 122: 27
33.9, -118.3, 347: 4
33.9, -118.3, 441: 121
33.9, -118.3, 745: 2932
33.9, -118.3, 627: 319
33.9, -118.3, 944: 3
33.9, -118.3, 341: 1143
33.9, -118.3, 480: 15
33.9, -118.3, 922: 50
33.9, -118.3, 664: 23
33.9, -118.3, 932: 8
33.9, -118.3, 110: 151
33.9, -118.3, 760: 3
33.9, -118.3, 902: 45
33.9, -118.3, 865: 2
33.9, -118.3, 438: 6
33.9, -118.3, 805: 32
33.9, -118.3, 440: 2755
33.9, -118.3, 626: 4096
33.9, -118.3, 446: 1
33.9, -118.3, 624: 4991
33.9, -118.3, 652: 1
33.9, -118.3, 910: 111
33.9, -118.3, 901: 370
33.9, -118.3, 812: 266
33.9, -118.3, 950: 3
33.9, -118.2, 653: 5
33.9, -118.2, 860: 51
33.9, -118.2, 943: 24
33.9, -118.2, 235: 17
33.9, -118.2, 920: 15
33.9, -118.2, 237: 65
33.9, -118.2, 510: 1236
33.9, -118.2, 922: 18
33.9, -118.2, 350: 173
33.9, -118.2, 903: 33
33.9, -118.2, 890: 5
33.9, -118.2, 434: 8
33.9, -118.2, 840: 1
33.9, -118.2, 928: 11
33.9, -118.2, 343: 2
33.9, -118.2, 886: 7
33.9, -118.2, 439: 3
33.9, -118.2, 755: 4
33.9, -118.2, 487: 1
33.9, -118.2, 661: 3
33.9, -118.2, 933: 1
33.9, -118.2, 805: 1
33.9, -118.2, 865: 2
33.9, -118.2, 471: 2
33.9, -118.2, 940: 7
33.9, -118.2, 110: 81
33.9, -118.2, 930: 632
33.9, -118.2, 654: 4
33.9, -118.2, 812: 113
33.9, -118.2, 320: 142
33.9, -118.2, 740: 690
33.9, -118.2, 901: 139
33.9, -118.2, 870: 1
33.9, -118.2, 753: 84
33.9, -118.2, 820: 10
33.9, -118.2, 956: 102
33.9, -118.2, 756: 2
33.9, -118.2, 121: 78
33.9, -118.2, 330: 823
33.9, -118.2, 902: 9
33.9, -118.2, 763: 11
33.9, -118.2, 480: 1
33.9, -118.2, 647: 18
33.9, -118.2, 850: 10
33.9, -118.2, 815: 8
33.9, -118.2, 450: 4
33.9, -118.2, 441: 43
33.9, -118.2, 648: 44
33.9, -118.2, 664: 9
33.9, -118.2, 942: 1
33.9, -118.2, 474: 1
33.9, -118.2, 649: 95
33.9, -118.2, 122: 8
33.9, -118.2, 762: 5
33.9, -118.2, 250: 5
33.9, -118.2, 231: 29
33.9, -118.2, 944: 1
33.9, -118.2, 341: 322
33.9, -118.2, 624: 2100
33.9, -118.2, 949: 2
33.9, -118.2, 623: 57
33.9, -118.2, 625: 5
33.9, -118.2, 924: 2
33.9, -118.2, 442: 38
33.9, -118.2, 900: 225
33.9, -118.2, 760: 1
33.9, -118.2, 437: 41
33.9, -118.2, 331: 80
33.9, -118.2, 888: 63
33.9, -118.2, 310: 1530
33.9, -118.2, 251: 107
33.9, -118.2, 421: 8
33.9, -118.2, 210: 1572
33.9, -118.2, 220: 182
33.9, -118.2, 433: 35
33.9, -118.2, 813: 57
33.9, -118.2, 810: 49
33.9, -118.2, 660: 5
33.9, -118.2, 951: 1
33.9, -118.2, 354: 559
33.9, -118.2, 520: 29
33.9, -118.2, 351: 13
33.9, -118.2, 651: 1
33.9, -118.2, 950: 2
33.9, -118.2, 440: 857
33.9, -118.2, 666: 2
33.9, -118.2, 954: 4
33.9, -118.2, 932: 2
33.9, -118.2, 236: 131
33.9, -118.2, 745: 1220
33.9, -118.2, 410: 21
33.9, -118.2, 230: 1314
33.9, -118.2, 420: 375
33.9, -118.2, 438: 1
33.9, -118.2, 670: 1
33.9, -118.2, 821: 15
33.9, -118.2, 761: 141
33.9, -118.2, 946: 136
33.9, -118.2, 435: 1
33.9, -118.2, 352: 4
33.9, -118.2, 627: 128
33.9, -118.2, 443: 1
33.9, -118.2, 626: 1484
33.9, -118.2, 668: 3
33.9, -118.2, 910: 27
33.9, -118.2, 662: 7
33.9, -118.1, 626: 2
33.9, -118.1, 624: 7
33.9, -118.1, 440: 2
33.9, -118.1, 946: 1
33.9, -118.1, 230: 1
33.9, -118.1, 330: 2
33.9, -118.1, 510: 3
33.9, -118.1, 420: 1
33.9, -118.1, 210: 4
33.9, -118.1, 860: 1
33.9, -118.1, 350: 1
33.9, -118.1, 354: 5
33.9, -118.1, 740: 1
33.9, -118.0, 626: 1
33.9, -118.0, 624: 1
33.9, -118.0, 510: 1
34.0, -118.8, 310: 1
34.0, -118.6, 442: 14
34.0, -118.6, 813: 1
34.0, -118.6, 330: 65
34.0, -118.6, 121: 4
34.0, -118.6, 740: 31
34.0, -118.6, 761: 5
34.0, -118.6, 441: 2
34.0, -118.6, 440: 44
34.0, -118.6, 820: 1
34.0, -118.6, 940: 3
34.0, -118.6, 220: 2
34.0, -118.6, 886: 4
34.0, -118.6, 649: 14
34.0, -118.6, 624: 71
34.0, -118.6, 745: 25
34.0, -118.6, 310: 69
34.0, -118.6, 888: 22
34.0, -118.6, 900: 5
34.0, -118.6, 668: 2
34.0, -118.6, 520: 1
34.0, -118.6, 421: 2
34.0, -118.6, 661: 1
34.0, -118.6, 231: 1
34.0, -118.6, 210: 6
34.0, -118.6, 320: 1
34.0, -118.6, 420: 24
34.0, -118.6, 902: 1
34.0, -118.6, 647: 1
34.0, -118.6, 903: 1
34.0, -118.6, 331: 25
34.0, -118.6, 930: 17
34.0, -118.6, 946: 9
34.0, -118.6, 815: 2
34.0, -118.6, 928: 2
34.0, -118.6, 480: 1
34.0, -118.6, 901: 4
34.0, -118.6, 951: 4
34.0, -118.6, 410: 2
34.0, -118.6, 956: 9
34.0, -118.6, 237: 3
34.0, -118.6, 354: 51
34.0, -118.6, 341: 45
34.0, -118.6, 230: 13
34.0, -118.6, 860: 3
34.0, -118.6, 662: 1
34.0, -118.6, 821: 1
34.0, -118.6, 510: 28
34.0, -118.6, 623: 2
34.0, -118.6, 664: 1
34.0, -118.6, 626: 37
34.0, -118.5, 903: 24
34.0, -118.5, 341: 2381
34.0, -118.5, 660: 10
34.0, -118.5, 510: 1617
34.0, -118.5, 933: 33
34.0, -118.5, 756: 2
34.0, -118.5, 902: 10
34.0, -118.5, 350: 184
34.0, -118.5, 121: 137
34.0, -118.5, 331: 732
34.0, -118.5, 410: 44
34.0, -118.5, 343: 19
34.0, -118.5, 949: 8
34.0, -118.5, 928: 27
34.0, -118.5, 345: 1
34.0, -118.5, 670: 8
34.0, -118.5, 805: 3
34.0, -118.5, 932: 40
34.0, -118.5, 250: 2
34.0, -118.5, 651: 4
34.0, -118.5, 435: 1
34.0, -118.5, 922: 9
34.0, -118.5, 753: 14
34.0, -118.5, 940: 29
34.0, -118.5, 236: 65
34.0, -118.5, 450: 7
34.0, -118.5, 433: 5
34.0, -118.5, 627: 36
34.0, -118.5, 310: 3021
34.0, -118.5, 886: 107
34.0, -118.5, 870: 1
34.0, -118.5, 910: 16
34.0, -118.5, 649: 372
34.0, -118.5, 930: 668
34.0, -118.5, 622: 5
34.0, -118.5, 110: 14
34.0, -118.5, 353: 1
34.0, -118.5, 762: 34
34.0, -118.5, 815: 31
34.0, -118.5, 745: 1577
34.0, -118.5, 850: 52
34.0, -118.5, 351: 9
34.0, -118.5, 647: 24
34.0, -118.5, 821: 13
34.0, -118.5, 880: 1
34.0, -118.5, 421: 20
34.0, -118.5, 944: 3
34.0, -118.5, 487: 3
34.0, -118.5, 251: 5
34.0, -118.5, 438: 4
34.0, -118.5, 420: 1265
34.0, -118.5, 237: 33
34.0, -118.5, 920: 7
34.0, -118.5, 220: 148
34.0, -118.5, 624: 3002
34.0, -118.5, 950: 7
34.0, -118.5, 320: 219
34.0, -118.5, 654: 12
34.0, -118.5, 666: 7
34.0, -118.5, 761: 125
34.0, -118.5, 668: 112
34.0, -118.5, 661: 48
34.0, -118.5, 822: 3
34.0, -118.5, 901: 200
34.0, -118.5, 480: 364
34.0, -118.5, 946: 420
34.0, -118.5, 890: 4
34.0, -118.5, 943: 21
34.0, -118.5, 625: 66
34.0, -118.5, 231: 28
34.0, -118.5, 755: 19
34.0, -118.5, 810: 20
34.0, -118.5, 900: 228
34.0, -118.5, 451: 2
34.0, -118.5, 437: 97
34.0, -118.5, 814: 1
34.0, -118.5, 888: 337
34.0, -118.5, 520: 39
34.0, -118.5, 230: 1114
34.0, -118.5, 623: 105
34.0, -118.5, 956: 355
34.0, -118.5, 653: 4
34.0, -118.5, 812: 43
34.0, -118.5, 352: 15
34.0, -118.5, 235: 3
34.0, -118.5, 440: 3618
34.0, -118.5, 434: 5
34.0, -118.5, 439: 7
34.0, -118.5, 441: 27
34.0, -118.5, 740: 1800
34.0, -118.5, 210: 841
34.0, -118.5, 664: 65
34.0, -118.5, 330: 3055
34.0, -118.5, 820: 32
34.0, -118.5, 662: 98
34.0, -118.5, 954: 2
34.0, -118.5, 474: 1
34.0, -118.5, 813: 39
34.0, -118.5, 860: 197
34.0, -118.5, 648: 37
34.0, -118.5, 626: 726
34.0, -118.5, 354: 2006
34.0, -118.5, 763: 35
34.0, -118.5, 442: 172
34.0, -118.5, 122: 14
34.0, -118.5, 951: 52
34.0, -118.5, 443: 3
34.0, -118.4, 623: 102
34.0, -118.4, 626: 3258
34.0, -118.4, 951: 77
34.0, -118.4, 347: 2
34.0, -118.4, 888: 728
34.0, -118.4, 220: 391
34.0, -118.4, 351: 33
34.0, -118.4, 944: 1
34.0, -118.4, 850: 107
34.0, -118.4, 753: 103
34.0, -118.4, 341: 3976
34.0, -118.4, 902: 48
34.0, -118.4, 432: 1
34.0, -118.4, 653: 37
34.0, -118.4, 420: 3888
34.0, -118.4, 235: 44
34.0, -118.4, 943: 46
34.0, -118.4, 434: 28
34.0, -118.4, 664: 234
34.0, -118.4, 474: 1
34.0, -118.4, 940: 75
34.0, -118.4, 627: 262
34.0, -118.4, 441: 69
34.0, -118.4, 110: 80
34.0, -118.4, 762: 52
34.0, -118.4, 805: 3
34.0, -118.4, 930: 2255
34.0, -118.4, 410: 170
34.0, -118.4, 901: 659
34.0, -118.4, 354: 6803
34.0, -118.4, 924: 1
34.0, -118.4, 810: 147
34.0, -118.4, 942: 3
34.0, -118.4, 812: 287
34.0, -118.4, 487: 11
34.0, -118.4, 442: 1496
34.0, -118.4, 485: 4
34.0, -118.4, 440: 8356
34.0, -118.4, 886: 238
34.0, -118.4, 350: 375
34.0, -118.4, 343: 133
34.0, -118.4, 510: 7209
34.0, -118.4, 900: 827
34.0, -118.4, 880: 1
34.0, -118.4, 890: 15
34.0, -118.4, 450: 7
34.0, -118.4, 648: 126
34.0, -118.4, 813: 180
34.0, -118.4, 438: 5
34.0, -118.4, 814: 4
34.0, -118.4, 230: 2543
34.0, -118.4, 820: 80
34.0, -118.4, 949: 22
34.0, -118.4, 920: 17
34.0, -118.4, 452: 4
34.0, -118.4, 652: 1
34.0, -118.4, 330: 7983
34.0, -118.4, 251: 57
34.0, -118.4, 756: 4
34.0, -118.4, 666: 26
34.0, -118.4, 625: 131
34.0, -118.4, 437: 74
34.0, -118.4, 421: 89
34.0, -118.4, 662: 360
34.0, -118.4, 310: 9944
34.0, -118.4, 113: 1
34.0, -118.4, 822: 5
34.0, -118.4, 956: 1065
34.0, -118.4, 352: 23
34.0, -118.4, 661: 96
34.0, -118.4, 435: 1
34.0, -118.4, 821: 47
34.0, -118.4, 520: 200
34.0, -118.4, 950: 8
34.0, -118.4, 932: 56
34.0, -118.4, 668: 1433
34.0, -118.4, 649: 1497
34.0, -118.4, 946: 1095
34.0, -118.4, 624: 7579
34.0, -118.4, 745: 4734
34.0, -118.4, 122: 47
34.0, -118.4, 755: 46
34.0, -118.4, 439: 13
34.0, -118.4, 231: 31
34.0, -118.4, 647: 66
34.0, -118.4, 345: 7
34.0, -118.4, 670: 51
34.0, -118.4, 237: 150
34.0, -118.4, 451: 3
34.0, -118.4, 320: 987
34.0, -118.4, 443: 11
34.0, -118.4, 622: 7
